HybridPGMLIPP,12370553,10351898,11705422,12164578912,4.66892,0.786932,3.59896,owner_buffered_lipp,BinarySearch-e16-s2147483648-f134217728-bf
HybridPGMLIPP,10290350,9600317,9403300,12164578912,4.05529,4.39498,3.19147,owner_buffered_lipp,BinarySearch-e32-s2147483648-f134217728-bf
